,PLAN,YEAR,CF_ASSET,CF_LIAB,CF_CUM_ASSET,CF_CUM_LIAB,COUPON,PRINCIPAL,GAP,CF_CUM
0,u101,2021,3225202.15,2489386.7109970003,3225202.15,2489386.7109970003,416255.15,2808947.0,735815.4390029996,735815.4390029996
1,u101,2022,8400070.8,1079130.2546031,11625272.950000001,3568516.9656001003,275807.80000000005,8124263.0,7320940.545396901,8056755.984399901
2,u101,2023,731087.65,418506.21078713,12356360.600000001,3987023.1763872304,19594.65,711493.0,312581.43921287,8369337.423612772
3,u101,2024,257670.0,154599.64385773998,12614030.600000001,4141622.8202449703,12270.0,245400.0,103070.35614226002,8472407.779755032
4,u102,2021,79843870.28965001,78094564.338698,79843870.28965001,78094564.338698,24186877.28965,55656993.0,1749305.9509520084,1749305.9509520084
5,u102,2022,101420208.64840001,76695176.932098,181264078.93805003,154789741.270796,22015208.6484,79405000.0,24725031.716302007,26474337.66725403
6,u102,2023,63868132.1484,64192427.397927,245132211.08645004,218982168.668723,20046132.148399998,43822000.0,-324295.2495269999,26150042.417727053
7,u102,2024,104566970.14840001,67218586.710206,349699181.23485005,286200755.378929,18806132.1484,85760838.0,37348383.43819401,63498425.85592103
8,u102,2025,91634147.14840001,64509278.979223,441333328.38325006,350710034.35815203,14636132.1484,76998015.0,27124868.16917701,90623294.02509803
9,u102,2026,67505971.14840001,67744087.69931799,508839299.53165007,418454122.05747,13464132.148400001,54041839.0,-238116.55091798306,90385177.47418004
10,u102,2027,52761665.398399994,54260731.40631,561600964.93005,472714853.46378005,12026182.398400001,40735483.0,-1499066.0079100057,88886111.46626997
11,u102,2028,44443522.5,47269835.516847,606044487.43005,519984688.98062706,10495553.5,33947969.0,-2826313.0168469995,86059798.44942296
12,u102,2029,92198155.05,43733443.422791004,698242642.48005,563718132.4034181,8798155.05,83400000.0,48464711.62720899,134524510.0766319
13,u102,2030,36805256.05,39251301.09016,735047898.5300499,602969433.4935781,6108155.05,30697101.0,-2446045.0401600003,132078465.03647184
14,u102,2031,8573300.0,37425379.85287,743621198.5300499,640394813.3464481,4573300.0,4000000.0,-28852079.852870002,103226385.18360186
15,u102,2032,62803300.0,31718138.221621,806424498.5300499,672112951.5680691,4403300.0,58400000.0,31085161.778379,134311546.96198082
16,u102,2033,2620800.0,29364110.159067,809045298.5300499,701477061.7271361,2620800.0,0.0,-26743310.159067,107568236.80291378
17,u102,2034,2620800.0,26525241.125693,811666098.5300499,728002302.8528291,2620800.0,0.0,-23904441.125693,83663795.67722082
18,u102,2035,2620800.0,20460264.371404998,814286898.5300499,748462567.2242341,2620800.0,0.0,-17839464.371404998,65824331.305815816
19,u102,2036,5620800.0,23008606.231481,819907698.5300499,771471173.4557151,2620800.0,3000000.0,-17387806.231481,48436525.07433486
20,u102,2037,65020800.0,15152604.150749,884928498.5300499,786623777.606464,2620800.0,62400000.0,49868195.849251,98304720.92358589
21,u102,2038,6000000.0,11565352.252491001,890928498.5300499,798189129.858955,0.0,6000000.0,-5565352.252491001,92739368.6710949
22,u102,2039,13400000.0,10333341.637584,904328498.5300499,808522471.496539,0.0,13400000.0,3066658.362415999,95806027.03351092
23,u102,2040,18750000.0,9181927.4182768,923078498.5300499,817704398.9148158,0.0,18750000.0,9568072.5817232,105374099.61523414
24,u102,2041,15000000.0,9074307.6407365,938078498.5300499,826778706.5555522,0.0,15000000.0,5925692.3592635,111299791.97449768
25,u103,2021,22969935.775,22564536.354700003,22969935.775,22564536.354700003,2364319.775,20605616.0,405399.4202999957,405399.4202999957
26,u103,2022,16549038.975000001,15718034.874673,39518974.75,38282571.229373,1709038.975,14840000.0,831004.1003270019,1236403.5206269994
27,u103,2023,7709038.975000001,7093604.6265434,47228013.725,45376175.8559164,1709038.975,6000000.0,615434.3484566007,1851837.8690835983
28,u103,2024,6709038.975000001,5220508.1339331,53937052.7,50596683.9898495,1709038.975,5000000.0,1488530.8410669006,3340368.7101505026
29,u103,2025,8782841.975,5088309.8603804,62719894.675000004,55684993.850229904,1709038.975,7073803.0,3694532.1146195997,7034900.8247701
30,u103,2026,2608158.9749999996,4283966.8760746,65328053.650000006,59968960.7263045,1608158.975,1000000.0,-1675807.9010746004,5359092.923695505
31,u103,2027,3799358.9749999996,5691714.535514,69127412.625,65660675.2618185,1599358.975,2200000.0,-1892355.5605140002,3466737.3631815016
32,u103,2028,6381924.975000001,9033470.732073199,75509337.6,74694145.9938917,1578888.975,4803036.0,-2651545.7570731984,815191.6061082929
33,u103,2029,9234406.8,5434628.5476708,84743744.39999999,80128774.5415625,1434406.7999999998,7800000.0,3799778.2523292005,4614969.858437493
34,u103,2030,1258766.7999999998,4954560.676795,86002511.19999999,85083335.2183575,1258766.7999999998,0.0,-3695793.8767950004,919175.9816424847
35,u103,2031,5823589.800000001,5386103.5289509,91826100.99999999,90469438.7473084,1258766.7999999998,4564823.0,437486.2710491009,1356662.2526915818
36,u103,2032,3649005.65,5208490.1028036,95475106.64999999,95677928.850112,1049005.65,2600000.0,-1559484.4528036,-202822.200112015
37,u103,2033,5523168.65,5293923.6716387,100998275.3,100971852.5217507,938255.65,4584913.0,229244.9783613002,26422.778249293566
38,u103,2034,709010.0,3729614.1672047996,101707285.3,104701466.6889555,709010.0,0.0,-3020604.1672047996,-2994181.3889555037
39,u103,2035,3209010.0,3156341.1675246004,104916295.3,107857807.8564801,709010.0,2500000.0,52668.8324753996,-2941512.5564801097
40,u103,2036,3402760.0,2690085.6523657003,108319055.3,110547893.5088458,702760.0,2700000.0,712674.3476342997,-2228838.208845809
41,u103,2037,8591250.0,4000266.0211326,116910305.3,114548159.52997841,591250.0,8000000.0,4590983.9788674,2362145.7700215876
42,u103,2038,318250.0,4171879.6086722,117228555.3,118720039.13865061,318250.0,0.0,-3853629.6086722,-1491483.838650614
43,u103,2039,318250.0,1429018.8861329,117546805.3,120149058.0247835,318250.0,0.0,-1110768.8861329,-2602252.72478351
44,u103,2040,6018250.0,1628387.8090016001,123565055.3,121777445.8337851,318250.0,5700000.0,4389862.1909984,1787609.4662148952
45,u103,2041,6993750.0,1081005.758143,130558805.3,122858451.5919281,293750.0,6700000.0,5912744.241857,7700353.708071902
46,u104,2021,28656338.733749997,26629082.02886,28656338.733749997,26629082.02886,10367476.73375,18288862.0,2027256.7048899978,2027256.7048899978
47,u104,2022,22715151.63375,21477338.319374,51371490.36749999,48106420.348234,9512283.63375,13202868.0,1237813.3143760003,3265070.0192659944
48,u104,2023,18212830.23375,17500160.615996,69584320.60125,65606580.96423,8887140.233749999,9325690.0,712669.6177540012,3977739.637019992
49,u104,2024,24054166.733749997,23632781.156615,93638487.335,89239362.120845,8466355.733749999,15587811.0,421385.57713499665,4399125.2141549885
50,u104,2025,39030322.13375,39022681.762071,132668809.46875,128262043.882916,8041571.13375,30988751.0,7640.3716790005565,4406765.585833997
51,u104,2026,30667994.983749997,21267564.56278,163336804.4525,149529608.445696,7077994.98375,23590000.0,9400430.420969997,13807196.00680399
52,u104,2027,21755239.983749997,16108177.95793,185092044.43624997,165637786.403626,6655239.98375,15100000.0,5647062.025819996,19454258.032623976
53,u104,2028,10253739.983749999,8248538.825456999,195345784.41999996,173886325.229083,6523739.98375,3730000.0,2005201.1582929995,21459459.190916955
54,u104,2029,17914376.98375,7416547.413737801,213260161.40374994,181302872.6428208,6411340.98375,11503036.0,10497829.5700122,31957288.760929137
55,u104,2030,14948158.79375,12192760.061518999,228208320.19749993,193495632.7043398,5928158.79375,9020000.0,2755398.7322310004,34712687.49316013
56,u104,2031,24024233.79375,16029813.809432,252232553.99124992,209525446.5137718,5649233.79375,18375000.0,7994419.984317999,42707107.47747812
57,u104,2032,26983233.79375,15864493.570678,279215787.7849999,225389940.0844498,5479233.79375,21504000.0,11118740.223072,53825847.70055011
58,u104,2033,33474262.79375,22743444.263975002,312690050.5787499,248133384.3484248,4374262.79375,29100000.0,10730818.529774997,64556666.2303251
59,u104,2034,39813762.79375,29131468.591213997,352503813.3724999,277264852.9396388,3913762.79375,35900000.0,10682294.202536006,75238960.43286109
60,u104,2035,28897362.79375,35618490.47215799,381401176.1662499,312883343.4117968,3471362.79375,25426000.0,-6721127.678407993,68517832.75445306
61,u104,2036,36422212.79375,27845885.298015002,417823388.95999986,340729228.7098118,3396612.79375,33025600.0,8576327.495735,77094160.25018805
62,u104,2037,32215033.59375,19744373.937083997,450038422.55374986,360473602.6468958,2755033.59375,29460000.0,12470659.656666003,89564819.90685403
63,u104,2038,1541053.59375,4050989.6912046997,451579476.14749986,364524592.33810055,1541053.59375,0.0,-2509936.0974546997,87054883.8093993
64,u104,2039,1541053.59375,2927055.0940364,453120529.74124986,367451647.43213695,1541053.59375,0.0,-1386001.5002863999,85668882.3091129
65,u104,2040,8541053.59375,2712783.1541409,461661583.33499986,370164430.58627784,1541053.59375,7000000.0,5828270.4396091,91497152.74872202
66,u104,2041,5356053.59375,2747814.3371326,467017636.92874986,372912244.9234104,1196053.59375,4160000.0,2608239.2566174,94105392.00533944
67,u104,2042,1014033.59375,2628346.4275668,468031670.52249986,375540591.35097724,1014033.59375,0.0,-1614312.8338167998,92491079.17152262
68,u104,2043,1014033.59375,2400747.5047282,469045704.11624986,377941338.85570544,1014033.59375,0.0,-1386713.9109782,91104365.26054442
69,u104,2044,11316033.59375,2802098.2853631,480361737.70999986,380743437.1410685,1014033.59375,10302000.0,8513935.3083869,99618300.56893134
70,u104,2045,8342962.59375,2682493.2882372,488704700.30374986,383425930.42930573,483480.59375,7859482.0,5660469.3055128,105278769.87444413
71,u104,2046,4188750.0,2120471.8445693,492893450.30374986,385546402.27387506,188750.0,4000000.0,2068278.1554307002,107347048.0298748
72,u104,2047,72750.0,1624204.0584597,492966200.30374986,387170606.33233476,72750.0,0.0,-1551454.0584597,105795593.9714151
73,u104,2048,72750.0,801600.35916493,493038950.30374986,387972206.6914997,72750.0,0.0,-728850.35916493,105066743.61225015
74,u104,2049,72750.0,578899.63476585,493111700.30374986,388551106.3262656,72750.0,0.0,-506149.63476585003,104560593.97748429
75,u104,2050,72750.0,853121.3851997199,493184450.30374986,389404227.7114653,72750.0,0.0,-780371.3851997199,103780222.59228456
76,u104,2051,72750.0,467213.57253302,493257200.30374986,389871441.2839983,72750.0,0.0,-394463.57253302,103385759.01975155
77,u104,2052,72750.0,365761.67569993995,493329950.30374986,390237202.95969826,72750.0,0.0,-293011.67569993995,103092747.3440516
78,u104,2053,72750.0,393830.89446338,493402700.30374986,390631033.8541616,72750.0,0.0,-321080.89446338,102771666.44958824
79,u104,2054,72750.0,774968.37179864,493475450.30374986,391406002.22596025,72750.0,0.0,-702218.37179864,102069448.0777896
80,u104,2055,72750.0,620257.50630322,493548200.30374986,392026259.73226345,72750.0,0.0,-547507.50630322,101521940.57148641
81,u104,2056,72750.0,328724.21426196,493620950.30374986,392354983.9465254,72750.0,0.0,-255974.21426196,101265966.35722446
82,u104,2057,72750.0,270495.355162,493693700.30374986,392625479.3016874,72750.0,0.0,-197745.355162,101068221.00206244
83,u104,2058,72750.0,100304.82444979,493766450.30374986,392725784.1261372,72750.0,0.0,-27554.82444979,101040666.17761266
84,u104,2059,72750.0,91109.80737841601,493839200.30374986,392816893.9335156,72750.0,0.0,-18359.807378416008,101022306.37023425
85,u104,2060,72750.0,112000.0,493911950.30374986,392928893.9335156,72750.0,0.0,-39250.0,100983056.37023425
86,u104,2061,72750.0,79279.34137209,493984700.30374986,393008173.2748877,72750.0,0.0,-6529.341372089999,100976527.02886218
87,u104,2062,72750.0,97300.0,494057450.30374986,393105473.2748877,72750.0,0.0,-24550.0,100951977.02886218
88,u104,2063,72750.0,67700.0,494130200.30374986,393173173.2748877,72750.0,0.0,5050.0,100957027.02886218
89,u104,2064,72750.0,157000.0,494202950.30374986,393330173.2748877,72750.0,0.0,-84250.0,100872777.02886218
90,u104,2065,72750.0,130809.19658455,494275700.30374986,393460982.4714722,72750.0,0.0,-58059.196584549994,100814717.83227766
91,u104,2066,72750.0,55700.0,494348450.30374986,393516682.4714722,72750.0,0.0,17050.0,100831767.83227766
92,u104,2067,72750.0,53800.0,494421200.30374986,393570482.4714722,72750.0,0.0,18950.0,100850717.83227766
93,u104,2068,72750.0,69600.0,494493950.30374986,393640082.4714722,72750.0,0.0,3150.0,100853867.83227766
94,u104,2069,72750.0,36500.0,494566700.30374986,393676582.4714722,72750.0,0.0,36250.0,100890117.83227766
95,u104,2070,72750.0,50300.0,494639450.30374986,393726882.4714722,72750.0,0.0,22450.0,100912567.83227766
96,u104,2071,72750.0,69800.0,494712200.30374986,393796682.4714722,72750.0,0.0,2950.0,100915517.83227766
97,u104,2072,72750.0,49800.0,494784950.30374986,393846482.4714722,72750.0,0.0,22950.0,100938467.83227766
98,u104,2073,72750.0,-0.0,494857700.30374986,393846482.4714722,72750.0,0.0,72750.0,101011217.83227766
99,u104,2074,72750.0,-0.0,494930450.30374986,393846482.4714722,72750.0,0.0,72750.0,101083967.83227766
100,u104,2075,72750.0,-0.0,495003200.30374986,393846482.4714722,72750.0,0.0,72750.0,101156717.83227766
101,u104,2076,72750.0,-0.0,495075950.30374986,393846482.4714722,72750.0,0.0,72750.0,101229467.83227766
102,u104,2077,72750.0,-0.0,495148700.30374986,393846482.4714722,72750.0,0.0,72750.0,101302217.83227766
103,u104,2078,1572750.0,-0.0,496721450.30374986,393846482.4714722,72750.0,1500000.0,1572750.0,102874967.83227766
104,u105,2021,10097986.07,-23269324.668378,10097986.07,-23269324.668378,1997986.07,8100000.0,33367310.738378,33367310.738378
105,u105,2022,14182156.07,-22712282.380165,24280142.14,-45981607.048543,1782156.07,12400000.0,36894438.450165,70261749.18854299
106,u105,2023,7194806.07,-22216202.692231,31474948.21,-68197809.740774,1694806.07,5500000.0,29411008.762231,99672757.95077401
107,u105,2024,7118656.07,-21712414.068454,38593604.28,-89910223.809228,1618656.07,5500000.0,28831070.138454,128503828.089228
108,u105,2025,2532956.0700000003,-21407273.290174,41126560.35,-111317497.09940201,1532956.07,1000000.0,23940229.360174,152444057.449402
109,u105,2026,11621061.07,-21093573.411546,52747621.42,-132411070.510948,1508956.0699999998,10112105.0,32714634.481546,185158691.93094802
110,u105,2027,2868206.07,-20917142.132488,55615827.49,-153328212.643436,1368206.0699999998,1500000.0,23785348.202488,208944040.13343602
111,u105,2028,1343756.0699999998,-20705582.159677,56959583.56,-174033794.803113,1343756.0699999998,0.0,22049338.229677,230993378.36311302
112,u105,2029,3018756.07,-20437360.61237,59978339.63,-194471155.415483,1343756.0699999998,1675000.0,23456116.68237,254449495.045483
113,u105,2030,1253756.0699999998,-20139962.126178,61232095.7,-214611117.541661,1253756.0699999998,0.0,21393718.196178,275843213.241661
114,u105,2031,1853756.07,-19621471.201233998,63085851.77,-234232588.742895,1253756.0699999998,600000.0,21475227.271234,297318440.512895
115,u105,2032,12603756.07,-19094942.025436997,75689607.84,-253327530.768332,1253756.0699999998,11350000.0,31698698.095436998,329017138.60833204
116,u105,2033,1917348.07,-18548844.380396,77606955.91,-271876375.148728,632756.07,1284592.0,20466192.450396,349483331.058728
117,u105,2034,4218456.07,-18202972.887255,81825411.97999999,-290079348.035983,632756.07,3585700.0,22421428.957255002,371904760.015983
118,u105,2035,497933.75,-17811098.587377,82323345.72999999,-307890446.62336004,497933.75,0.0,18309032.337377,390213792.35336006
119,u105,2036,497933.75,-17189854.870174002,82821279.47999999,-325080301.493534,497933.75,0.0,17687788.620174002,407901580.973534
120,u105,2037,497933.75,-16388387.414898999,83319213.22999999,-341468688.908433,497933.75,0.0,16886321.164899,424787902.138433
121,u105,2038,497933.75,-15295603.920358999,83817146.97999999,-356764292.82879204,497933.75,0.0,15793537.670358999,440581439.808792
122,u105,2039,1066933.75,-14446758.126077,84884080.72999999,-371211050.95486903,497933.75,569000.0,15513691.876077,456095131.68486905
123,u105,2040,473751.25,-13664460.977632,85357831.97999999,-384875511.932501,473751.25,0.0,14138212.227632,470233343.912501
124,u105,2041,6733484.25,-12873163.678807,92091316.22999999,-397748675.61130804,473751.25,6259733.0,19606647.928806998,489839991.841308
125,u105,2042,473751.25,-12162838.781027,92565067.47999999,-409911514.39233506,473751.25,0.0,12636590.031027,502476581.8723351
126,u105,2043,473751.25,-11486193.454925,93038818.72999999,-421397707.84726006,473751.25,0.0,11959944.704925,514436526.57726
127,u105,2044,473751.25,-10692278.65296,93512569.97999999,-432089986.50022006,473751.25,0.0,11166029.90296,525602556.4802201
128,u105,2045,473751.25,-9999588.6895052,93986321.22999999,-442089575.1897253,473751.25,0.0,10473339.9395052,536075896.4197253
129,u105,2046,473751.25,-9307722.102920001,94460072.47999999,-451397297.2926453,473751.25,0.0,9781473.352920001,545857369.7726452
130,u105,2047,473751.25,-8577806.471223,94933823.72999999,-459975103.7638683,473751.25,0.0,9051557.721223,554908927.4938682
131,u105,2048,8502776.25,-7956725.6997666,103436599.97999999,-467931829.46363485,473751.25,8029025.0,16459501.949766599,571368429.4436349
132,u105,2049,3072300.0,-7327321.4416225,106508899.97999999,-475259150.90525734,72300.0,3000000.0,10399621.4416225,581768050.8852574
145,u108,2021,305646.1,1793074.33147,305646.1,1793074.33147,305646.1,0.0,-1487428.23147,-1487428.23147
146,u108,2022,1781269.0999999999,1547073.6881078,2086915.1999999997,3340148.0195778003,305646.1,1475623.0,234195.4118921999,-1253232.8195778006
147,u108,2023,1487915.9500000002,1327501.1539661,3574831.15,4667649.1735439,231864.95,1256051.0,160414.79603390023,-1092818.0235439003
148,u108,2024,1190912.4,1165978.3303958,4765743.55,5833627.5039397,190912.4,1000000.0,24934.069604199845,-1067883.9539397005
149,u108,2025,1169357.4,1046745.5284247999,5935100.949999999,6880373.032364501,182112.4,987245.0,122611.8715752,-945272.0823645014
150,u108,2026,632750.15,914094.2324381201,6567851.1,7794467.264802621,132750.15,500000.0,-281344.08243812004,-1226616.1648026211
151,u108,2027,881708.15,808458.15405362,7449559.25,8602925.41885624,103250.15,778458.0,73249.99594638008,-1153366.1688562408
152,u108,2028,750872.25,716545.59094394,8200431.5,9319471.00980018,64327.25,686545.0,34326.659056060016,-1119039.5098001808
153,u108,2029,530000.0,641739.1702147301,8730431.5,9961210.18001491,30000.0,500000.0,-111739.17021473008,-1230778.6800149102
154,u108,2030,0.0,584617.4990216299,8730431.5,10545827.67903654,0.0,0.0,-584617.4990216299,-1815396.179036541
155,u108,2031,526000.0,538677.1601332701,9256431.5,11084504.839169811,0.0,526000.0,-12677.160133270081,-1828073.3391698115
156,u109,2021,13109649.5334,13661518.1866,13109649.5334,13661518.1866,5009649.5334,8100000.0,-551868.6532000005,-551868.6532000005
157,u109,2022,16445149.5334,15695218.468013002,29554799.0668,29356736.654613003,4645149.5334,11800000.0,749931.0653869975,198062.41218699515
158,u109,2023,15199424.5334,14782239.083428998,44754223.6002,44138975.738042,4661669.5334,10537755.0,417185.4499710016,615247.8621580005
159,u109,2024,13708165.783400001,13817868.646989,58462389.3836,57956844.385031,4134781.7834,9573384.0,-109702.8635889981,505544.9985689968
160,u109,2025,20948912.5834,14506696.347616002,79411301.967,72463540.732647,3748912.5834,17200000.0,6442216.235783998,6947761.234352991
161,u109,2026,14488366.5834,14906738.436133001,93899668.55039999,87370279.16878,3166432.5834,11321934.0,-418371.8527330011,6529389.38161999
162,u109,2027,9939535.8834,11886519.139124999,103839204.43379998,99256798.307905,2839535.8833999997,7100000.0,-1946983.2557249982,4582406.125894979
163,u109,2028,8294235.8834,11277274.274938999,112133440.31719998,110534072.582844,2694235.8834,5600000.0,-2983038.391538999,1599367.7343559712
164,u109,2029,11080275.8834,10767181.040531999,123213716.20059997,121301253.623376,2580275.8834,8500000.0,313094.84286800213,1912462.5772239715
165,u109,2030,5570275.8834,10350104.591657,128783992.08399996,131651358.215033,2070275.8834000002,3500000.0,-4779828.708257,-2867366.131033033
166,u109,2031,11256925.8834,10212690.826395001,140040917.96739995,141864049.041428,2056925.8834000002,9200000.0,1044235.0570049994,-1823131.074028045
167,u109,2032,21084595.8834,8548752.1573674,161125513.85079995,150412801.1987954,1984595.8834000002,19100000.0,12535843.7260326,10712712.65200454
168,u109,2033,4875695.8834,9736551.9816483,166001209.73419994,160149353.1804437,1875695.8834000002,3000000.0,-4860856.0982483,5851856.553756237
169,u109,2034,5438195.8834,8350571.1604549,171439405.61759993,168499924.3408986,1838195.8834000002,3600000.0,-2912375.2770549003,2939481.276701331
170,u109,2035,7769821.8834,8464290.702654,179209227.50099993,176964215.0435526,1772765.8834000002,5997056.0,-694468.8192540007,2245012.45744732
171,u109,2036,1972913.0834000001,7487718.4860895,181182140.58439994,184451933.5296421,1472913.0834000001,500000.0,-5514805.4026895,-3269792.9452421665
172,u109,2037,1466013.0834000001,7778907.3640972,182648153.66779995,192230840.8937393,1466013.0834000001,0.0,-6312894.2806972,-9582687.225939363
173,u109,2038,7451600.0834,7152321.1789935,190099753.75119996,199383162.0727328,1466013.0834000001,5985587.0,299278.90440650005,-9283408.321532845
174,u109,2039,1166733.7334,6630157.993704201,191266487.48459995,206013320.066437,1166733.7334,0.0,-5463424.2603042,-14746832.581837058
175,u109,2040,6214638.7334,6487210.0383423995,197481126.21799994,212500530.1047794,1166733.7334,5047905.0,-272571.30494239926,-15019403.886779457
176,u109,2041,19420875.0,5708805.314509,216902001.21799994,218209335.4192884,970875.0,18450000.0,13712069.685491,-1307334.2012884617
177,u109,2042,186750.0,4824741.1058993,217088751.21799994,223034076.5251877,186750.0,0.0,-4637991.1058993,-5945325.307187766
178,u109,2043,186750.0,3634925.0568027003,217275501.21799994,226669001.5819904,186750.0,0.0,-3448175.0568027003,-9393500.363990456
179,u109,2044,2686750.0,2905202.1266957,219962251.21799994,229574203.70868608,186750.0,2500000.0,-218452.1266957,-9611952.490686148
180,u109,2045,58000.0,2415802.0373605,220020251.21799994,231990005.74604657,58000.0,0.0,-2357802.0373605,-11969754.528046638
181,u109,2046,2058000.0,3224922.1654481,222078251.21799994,235214927.91149467,58000.0,2000000.0,-1166922.1654480998,-13136676.693494737
182,u110,2021,57919225.45000001,42228522.58098,57919225.45000001,42228522.58098,19834225.45,38085000.0,15690702.869020008,15690702.869020008
183,u110,2022,71456704.45,71270426.31429099,129375929.9,113498948.89527099,18121160.45,53335544.0,186278.13570901752,15876981.004729018
184,u110,2023,96398700.05,96897998.453029,225774629.95,210396947.34829998,16584089.049999999,79814611.0,-499298.4030290097,15377682.601700008
185,u110,2024,92436243.5,93636272.854956,318210873.45,304033220.203256,13959978.499999998,78476265.0,-1200029.354956001,14177653.246743977
186,u110,2025,102921485.25,91893698.346224,421132358.7,395926918.54948,11891485.249999998,91030000.0,11027786.903776005,25205440.150519967
187,u110,2026,63526850.25000001,70559352.012045,484659208.95,466486270.561525,9577850.249999998,53949000.0,-7032501.762044989,18172938.388475
188,u110,2027,13694158.049999999,20321910.863853,498353367.0,486808181.42537796,8194158.05,5500000.0,-6627752.813853001,11545185.574622035
189,u110,2028,40636563.050000004,31594744.726747997,538989930.05,518402926.15212595,8036563.05,32600000.0,9041818.323252007,20587003.897873998
190,u110,2029,42133063.050000004,33995543.832577,581122993.0999999,552398469.984703,6728063.05,35405000.0,8137519.217423007,28724523.11529696
191,u110,2030,22244653.05,30631077.338173,603367646.1499999,583029547.322876,4979653.05,17265000.0,-8386424.2881729975,20338098.82712388
192,u110,2031,27416055.55,27475368.571761,630783701.6999998,610504915.894637,4716055.55,22700000.0,-59313.02176100016,20278785.80536282
193,u110,2032,29555035.55,21512809.515077,660338737.2499998,632017725.409714,4455035.55,25100000.0,8042226.034923002,28321011.840285778
194,u110,2033,12344085.549999999,17976919.179533,672682822.7999997,649994644.589247,3184085.5500000003,9160000.0,-5632833.629533002,22688178.210752726
195,u110,2034,20674625.55,17205389.574646,693357448.3499997,667200034.163893,2974625.5500000003,17700000.0,3469235.975354001,26157414.18610668
196,u110,2035,13551742.549999999,14522874.524407,706909190.8999996,681722908.6883,2768225.5500000003,10783517.0,-971131.9744070005,25186282.211699605
197,u110,2036,7229049.7,12194917.282354,714138240.5999997,693917825.970654,2229049.7,5000000.0,-4965867.582353999,20220414.629345655
198,u110,2037,2022549.7,11828775.274942,716160790.2999997,705746601.245596,2022549.7,0.0,-9806225.574942,10414189.054403663
199,u110,2038,10288393.7,9875101.986449301,726449183.9999998,715621703.2320454,2022549.7,8265844.0,413291.713550698,10827480.76795435
200,u110,2039,1609257.5,9198341.726194201,728058441.4999998,724820044.9582396,1609257.5,0.0,-7589084.226194201,3238396.541760206
201,u110,2040,15109257.5,7659324.695156099,743167698.9999998,732479369.6533957,1609257.5,13500000.0,7449932.804843901,10688329.346604109
202,u110,2041,21290757.5,6652612.8947699,764458456.4999998,739131982.5481656,1290757.5,20000000.0,14638144.6052301,25326473.9518342
203,u110,2042,350757.5,5855517.7406402,764809213.9999998,744987500.2888057,350757.5,0.0,-5504760.2406402,19821713.71119404
204,u110,2043,350757.5,4866751.006991699,765159971.4999998,749854251.2957975,350757.5,0.0,-4515993.506991699,15305720.204202294
205,u110,2044,2355757.5,3590630.2360308,767515728.9999998,753444881.5318283,350757.5,2005000.0,-1234872.7360307998,14070847.468171477
206,u110,2045,1047500.0,3539367.3795669,768563228.9999998,756984248.9113952,247500.0,800000.0,-2491867.3795669,11578980.08860457
207,u110,2046,7717500.0,2501649.6708776997,776280728.9999998,759485898.5822729,217500.0,7500000.0,5215850.3291223,16794830.417726874
208,u120,2021,4666412.05,1832237.3848020001,4666412.05,1832237.3848020001,2266412.05,2400000.0,2834174.6651979997,2834174.6651979997
209,u120,2022,6058762.05,2245418.1786642997,10725174.1,4077655.5634663,2158762.05,3900000.0,3813343.8713357,6647518.5365337
210,u120,2023,4254762.05,4208620.3341117995,14979936.149999999,8286275.8975781,1964762.05,2290000.0,46141.71588820033,6693660.252421899
